종목명,시작 연도,완료 연도,성별,필기시험접수,필기시험응시,필기시험합격,필기시험합격률(%),실기시험접수,실기시험응시,실기시험합격,실기시험합격률(%),자격취득자현황(명)
금형,2019,2019,전체,522,415,129,31.1,1294,1247,1077,86.4,1094
금형,2019,2019,여,15,13,6,46.2,63,62,53,85.5,53
금속.재료분야,1975,2019,전체,202063,178385,60489,33.9,100034,91559,65743,71.8,68896
금속.재료분야,1975,2014,전체,152718,137562,38444,27.9,71716,67174,50218,74.8,53364
금속.재료분야,2015,2015,전체,10781,9031,4325,47.9,5687,4884,2987,61.2,2987
금속.재료분야,2015,2015,여,99,88,45,51.1,40,35,16,45.7,16
금속.재료분야,2016,2016,전체,9151,7483,3997,53.4,5231,4452,2826,63.5,2828
금속.재료분야,2016,2016,여,56,43,23,53.5,30,24,13,54.2,13
금속.재료분야,2017,2017,전체,7714,6421,3480,54.2,4752,4022,2593,64.5,2597
금속.재료분야,2017,2017,여,84,71,33,46.5,25,22,16,72.7,17
금속.재료분야,2018,2018,전체,10285,8530,4812,56.4,6002,5179,3431,66.2,3431
금속.재료분야,2018,2018,여,103,87,43,49.4,40,35,27,77.1,27
금속.재료분야,2019,2019,전체,11414,9358,5431,58,6646,5848,3688,63.1,3689
금속.재료분야,2019,2019,여,163,126,67,53.2,67,63,35,55.6,35
축로,1975,2019,전체,7022,6335,1914,30.2,2335,2261,1615,71.4,2036
축로,1975,2014,전체,5711,5191,1516,29.2,1888,1822,1252,68.7,1673
축로,2015,2015,전체,354,324,57,17.6,80,78,68,87.2,68
축로,2015,2015,여,0,0,0,0,0,0,0,0,0
축로,2016,2016,전체,275,216,74,34.3,80,79,59,74.7,59
축로,2016,2016,여,0,0,0,0,0,0,0,0,0
축로,2017,2017,전체,219,192,71,37,85,84,71,84.5,71
축로,2017,2017,여,1,1,1,100,0,0,0,0,0
축로,2018,2018,전체,240,210,92,43.8,94,92,82,89.1,82
축로,2018,2018,여,1,0,0,0,0,0,0,0,0
축로,2019,2019,전체,223,202,104,51.5,108,106,83,78.3,83
축로,2019,2019,여,0,0,0,0,0,0,0,0,0
열처리,1975,2019,전체,77327,72199,16001,22.2,33203,31735,24827,78.2,25702
열처리,1975,2014,전체,71453,67126,13328,19.9,29878,28622,22790,79.6,23658
열처리,2015,2015,전체,1102,953,415,43.5,544,507,338,66.7,338
열처리,2015,2015,여,34,32,18,56.3,16,14,7,50,7
열처리,2016,2016,전체,1151,996,571,57.3,694,665,454,68.3,456
열처리,2016,2016,여,14,11,4,36.4,9,8,5,62.5,5
열처리,2017,2017,전체,1042,903,462,51.2,616,576,419,72.7,423
열처리,2017,2017,여,26,24,11,45.8,8,8,7,87.5,8
열처리,2018,2018,전체,1349,1169,615,52.6,736,679,388,57.1,388
열처리,2018,2018,여,32,29,8,27.6,6,5,2,40,2
열처리,2019,2019,전체,1230,1052,610,58,735,686,438,63.8,439
열처리,2019,2019,여,42,31,13,41.9,14,13,7,53.8,7
금속재료시험,1975,2019,전체,35987,31052,8455,27.2,16705,16043,12672,79,12916
금속재료시험,1975,2014,전체,33012,28508,6927,24.3,14999,14397,11577,80.4,11821
금속재료시험,2015,2015,전체,521,456,271,59.4,403,390,282,72.3,282
금속재료시험,2015,2015,여,19,15,8,53.3,11,9,3,33.3,3
금속재료시험,2016,2016,전체,631,531,336,63.3,348,337,213,63.2,213
금속재료시험,2016,2016,여,18,13,9,69.2,7,6,4,66.7,4
금속재료시험,2017,2017,전체,533,458,264,57.6,289,279,196,70.3,196
금속재료시험,2017,2017,여,11,11,9,81.8,7,7,5,71.4,5
금속재료시험,2018,2018,전체,609,520,301,57.9,314,301,206,68.4,206
금속재료시험,2018,2018,여,18,15,6,40,9,9,6,66.7,6
금속재료시험,2019,2019,전체,681,579,356,61.5,352,339,198,58.4,198
금속재료시험,2019,2019,여,30,22,8,36.4,9,9,3,33.3,3
제선,1975,2019,전체,20075,16954,8657,51.1,10856,9431,6399,67.9,6447
제선,1975,2014,전체,8420,7416,3036,40.9,3746,3419,2326,68,2374
제선,2015,2015,전체,2581,2147,1189,55.4,1354,1128,676,59.9,676
제선,2015,2015,여,8,6,4,66.7,2,2,2,100,2
제선,2016,2016,전체,1983,1589,942,59.3,1275,1063,675,63.5,675
제선,2016,2016,여,4,4,3,75,4,4,2,50,2
제선,2017,2017,전체,1657,1382,817,59.1,1151,978,682,69.7,682
제선,2017,2017,여,11,7,4,57.1,4,2,0,0,0
제선,2018,2018,전체,2473,2030,1243,61.2,1530,1276,974,76.3,974
제선,2018,2018,여,14,12,9,75,6,5,5,100,5
제선,2019,2019,전체,2961,2390,1430,59.8,1800,1567,1066,68,1066
제선,2019,2019,여,30,22,14,63.6,16,14,9,64.3,9
제강,1975,2019,전체,20652,16961,8729,51.5,11184,9563,5672,59.3,9615
제강,1975,2014,전체,6910,5858,2884,49.2,3149,2786,1730,62.1,5673
제강,2015,2015,전체,3194,2608,1306,50.1,1861,1600,884,55.3,884
제강,2015,2015,여,18,17,10,58.8,7,7,4,57.1,4
제강,2016,2016,전체,2605,2078,1060,51,1421,1158,697,60.2,697
제강,2016,2016,여,10,6,4,66.7,7,5,1,20,1
제강,2017,2017,전체,2000,1622,845,52.1,1241,1001,588,58.7,588
제강,2017,2017,여,18,13,3,23.1,3,3,2,66.7,2
제강,2018,2018,전체,2775,2252,1215,54,1645,1420,834,58.7,834
제강,2018,2018,여,23,19,13,68.4,12,11,11,100,11
제강,2019,2019,전체,3168,2543,1419,55.8,1867,1598,939,58.8,939
제강,2019,2019,여,25,18,14,77.8,14,13,9,69.2,9
압연,1975,2019,전체,26052,21498,9323,43.4,12069,10038,6122,61,8755
압연,1975,2014,전체,12264,10077,3343,33.2,4374,3640,2107,57.9,4740
압연,2015,2015,전체,3029,2543,1087,42.7,1445,1181,739,62.6,739
압연,2015,2015,여,20,18,5,27.8,4,3,0,0,0
압연,2016,2016,전체,2506,2073,1014,48.9,1413,1150,728,63.3,728
압연,2016,2016,여,10,9,3,33.3,3,1,1,100,1
압연,2017,2017,전체,2263,1864,1021,54.8,1370,1104,637,57.7,637
압연,2017,2017,여,17,15,5,33.3,3,2,2,100,2
압연,2018,2018,전체,2839,2349,1346,57.3,1683,1411,947,67.1,947
압연,2018,2018,여,15,12,7,58.3,7,5,3,60,3
압연,2019,2019,전체,3151,2592,1512,58.3,1784,1552,964,62.1,964
압연,2019,2019,여,36,33,18,54.5,14,14,7,50,7
판금.제관.새시분야,1975,2019,전체,65907,56411,17394,30.8,70563,66057,43124,65.3,47155
판금.제관.새시분야,1975,2014,전체,58507,50008,14551,29.1,61711,58010,38408,66.2,42349
판금.제관.새시분야,2015,2015,전체,1643,1455,527,36.2,1191,1109,686,61.9,699
판금.제관.새시분야,2015,2015,여,189,167,53,31.7,85,77,48,62.3,48
판금.제관.새시분야,2016,2016,전체,1997,1750,799,45.7,1586,1465,804,54.9,831
판금.제관.새시분야,2016,2016,여,221,192,83,43.2,123,113,52,46,52
판금.제관.새시분야,2017,2017,전체,1532,1355,599,44.2,1847,1712,920,53.7,933
판금.제관.새시분야,2017,2017,여,96,80,31,38.8,101,86,32,37.2,32
판금.제관.새시분야,2018,2018,전체,1142,966,456,47.2,2046,1830,1146,62.6,1164
판금.제관.새시분야,2018,2018,여,56,43,21,48.8,71,66,32,48.5,32
판금.제관.새시분야,2019,2019,전체,1086,877,462,52.7,2182,1931,1160,60.1,1179
판금.제관.새시분야,2019,2019,여,55,42,31,73.8,86,68,31,45.6,31
판금제관,1975,2019,전체,233,183,66,36.1,46,36,12,33.3,23650
판금제관,1975,2014,전체,148,115,38,33,25,19,9,47.4,23557
판금제관,2015,2015,전체,28,24,8,33.3,6,5,2,40,15
판금제관,2015,2015,여,0,0,0,0,0,0,0,0,0
판금제관,2016,2016,전체,15,13,6,46.2,4,4,0,0,27
판금제관,2016,2016,여,0,0,0,0,0,0,0,0,0
판금제관,2017,2017,전체,14,11,6,54.5,4,2,0,0,13
판금제관,2017,2017,여,0,0,0,0,0,0,0,0,0
판금제관,2018,2018,전체,14,8,1,12.5,3,3,1,33.3,19
판금제관,2018,2018,여,0,0,0,0,0,0,0,0,0
판금제관,2019,2019,전체,14,12,7,58.3,4,3,0,0,19
판금제관,2019,2019,여,0,0,0,0,0,0,0,0,0
금속재창호,1975,2019,전체,2135,1540,312,20.3,34632,31684,18501,58.4,18702
금속재창호,1975,2014,전체,2135,1540,312,20.3,30316,28004,16260,58.1,16461
금속재창호,2015,2015,전체,0,0,0,0,478,418,235,56.2,235
금속재창호,2015,2015,여,0,0,0,0,16,11,3,27.3,3
금속재창호,2016,2016,전체,0,0,0,0,529,441,242,54.9,242
금속재창호,2016,2016,여,0,0,0,0,20,15,5,33.3,5
금속재창호,2017,2017,전체,0,0,0,0,713,614,351,57.2,351
금속재창호,2017,2017,여,0,0,0,0,19,10,2,20,2
금속재창호,2018,2018,전체,0,0,0,0,1161,988,650,65.8,650
금속재창호,2018,2018,여,0,0,0,0,19,17,6,35.3,6
금속재창호,2019,2019,전체,0,0,0,0,1435,1219,763,62.6,763
금속재창호,2019,2019,여,0,0,0,0,40,25,10,40,10
플라스틱창호,1975,2019,전체,13134,11279,4684,41.5,7061,6789,4083,60.1,4083
플라스틱창호,1975,2014,전체,5819,4944,1869,37.8,2546,2439,1611,66.1,1611
플라스틱창호,2015,2015,전체,1615,1431,519,36.3,707,686,449,65.5,449
플라스틱창호,2015,2015,여,189,167,53,31.7,69,66,45,68.2,45
플라스틱창호,2016,2016,전체,1982,1737,793,45.7,1053,1020,562,55.1,562
플라스틱창호,2016,2016,여,221,192,83,43.2,103,98,47,48,47
플라스틱창호,2017,2017,전체,1518,1344,593,44.1,1130,1096,569,51.9,569
플라스틱창호,2017,2017,여,96,80,31,38.8,82,76,30,39.5,30
플라스틱창호,2018,2018,전체,1128,958,455,47.5,882,839,495,59,495
플라스틱창호,2018,2018,여,56,43,21,48.8,52,49,26,53.1,26
플라스틱창호,2019,2019,전체,1072,865,455,52.6,743,709,397,56,397
플라스틱창호,2019,2019,여,55,42,31,73.8,46,43,21,48.8,21
단조.주조분야,1975,2019,전체,78187,68038,18209,26.8,41366,40231,31592,78.5,39495
단조.주조분야,1975,2014,전체,77704,67670,17989,26.6,40983,39854,31233,78.4,39032
단조.주조분야,2015,2015,전체,94,75,53,70.7,138,136,136,100,165
단조.주조분야,2015,2015,여,11,6,0,0,5,5,5,100,5
단조.주조분야,2016,2016,전체,100,75,45,60,71,71,67,94.4,89
단조.주조분야,2016,2016,여,15,11,1,9.1,4,4,4,100,5
단조.주조분야,2017,2017,전체,80,63,44,69.8,74,73,68,93.2,90
단조.주조분야,2017,2017,여,16,10,2,20,3,3,2,66.7,2
단조.주조분야,2018,2018,전체,115,86,42,48.8,59,59,52,88.1,67
단조.주조분야,2018,2018,여,23,16,0,0,1,1,1,100,1
단조.주조분야,2019,2019,전체,94,69,36,52.2,41,38,36,94.7,52
단조.주조분야,2019,2019,여,19,13,0,0,0,0,0,0,0
주조,1975,2019,전체,46981,40361,10674,26.4,24919,24364,18722,76.8,25287
주조,1975,2014,전체,46545,40033,10480,26.2,24609,24060,18432,76.6,24928
주조,2015,2015,전체,80,61,42,68.9,103,101,101,100,113
주조,2015,2015,여,11,6,0,0,1,1,1,100,1
주조,2016,2016,전체,83,62,37,59.7,51,51,50,98,70
주조,2016,2016,여,14,10,1,10,2,2,2,100,3
주조,2017,2017,전체,77,61,43,70.5,64,63,58,92.1,73
주조,2017,2017,여,16,10,2,20,2,2,1,50,1
주조,2018,2018,전체,105,78,38,48.7,52,52,46,88.5,56
주조,2018,2018,여,23,16,0,0,0,0,0,0,0
주조,2019,2019,전체,91,66,34,51.5,40,37,35,94.6,47
주조,2019,2019,여,19,13,0,0,0,0,0,0,0
원형,1975,2019,전체,31139,27620,7521,27.2,16330,15779,12822,81.3,14100
원형,1975,2014,전체,31092,27580,7495,27.2,16257,15706,12753,81.2,13996
원형,2015,2015,전체,14,14,11,78.6,35,35,35,100,52
원형,2015,2015,여,0,0,0,0,4,4,4,100,4
원형,2016,2016,전체,17,13,8,61.5,20,20,17,85,19
원형,2016,2016,여,1,1,0,0,2,2,2,100,2
원형,2017,2017,전체,3,2,1,50,10,10,10,100,17
원형,2017,2017,여,0,0,0,0,1,1,1,100,1
원형,2018,2018,전체,10,8,4,50,7,7,6,85.7,11
원형,2018,2018,여,0,0,0,0,1,1,1,100,1
원형,2019,2019,전체,3,3,2,66.7,1,1,1,100,5
원형,2019,2019,여,0,0,0,0,0,0,0,0,0
용접분야,1975,2019,전체,1299756,1099394,292185,26.6,582937,541606,342349,63.2,376056
용접분야,1975,2014,전체,1102568,931343,239719,25.7,491205,457264,296884,64.9,329964
용접분야,2015,2015,전체,46473,40640,11544,28.4,18749,17351,9752,56.2,9888
용접분야,2015,2015,여,350,298,89,29.9,112,100,54,54,54
용접분야,2016,2016,전체,43053,36737,12321,33.5,20453,18911,10276,54.3,10403
용접분야,2016,2016,여,378,323,117,36.2,132,123,83,67.5,84
용접분야,2017,2017,전체,36855,31569,10475,33.2,18688,17179,9459,55.1,9583
용접분야,2017,2017,여,337,272,103,37.9,110,102,64,62.7,66
용접분야,2018,2018,전체,36583,30968,9487,30.6,17994,16370,8515,52,8635
용접분야,2018,2018,여,354,288,95,33,120,108,67,62,67
용접분야,2019,2019,전체,34224,28137,8639,30.7,15848,14531,7463,51.4,7583
용접분야,2019,2019,여,384,307,110,35.8,130,119,64,53.8,65
특수용접,1975,2019,전체,218053,188542,70395,37.3,135351,125626,81883,65.2,84273
특수용접,1975,2014,전체,138611,120213,46326,38.5,91445,85151,59432,69.8,61575
특수용접,2015,2015,전체,19652,17374,5980,34.4,9887,9203,5436,59.1,5490
특수용접,2015,2015,여,144,120,43,35.8,60,54,36,66.7,36
특수용접,2016,2016,전체,18581,15882,5828,36.7,9862,9119,5016,55,5072
특수용접,2016,2016,여,148,123,49,39.8,66,62,37,59.7,37
특수용접,2017,2017,전체,14630,12633,4649,36.8,8724,8020,4518,56.3,4571
특수용접,2017,2017,여,121,105,46,43.8,52,48,34,70.8,34
특수용접,2018,2018,전체,14121,12127,4112,33.9,8391,7661,3995,52.1,4031
특수용접,2018,2018,여,125,106,33,31.1,50,44,25,56.8,25
특수용접,2019,2019,전체,12458,10313,3500,33.9,7042,6472,3486,53.9,3534
특수용접,2019,2019,여,126,101,43,42.6,61,55,26,47.3,26
용접,1975,2019,전체,219358,187298,55168,29.5,91215,83175,44261,53.2,288534
용접,1975,2014,전체,101612,87576,26771,30.6,43389,39308,21247,54.1,265140
용접,2015,2015,전체,26821,23266,5564,23.9,8862,8148,4316,53,4398
용접,2015,2015,여,206,178,46,25.8,52,46,18,39.1,18
용접,2016,2016,전체,24472,20855,6493,31.1,10591,9792,5260,53.7,5331
용접,2016,2016,여,230,200,68,34,66,61,46,75.4,47
용접,2017,2017,전체,22225,18936,5826,30.8,9964,9159,4941,53.9,5012
용접,2017,2017,여,216,167,57,34.1,58,54,30,55.6,32
용접,2018,2018,전체,22462,18841,5375,28.5,9603,8709,4520,51.9,4604
용접,2018,2018,여,229,182,62,34.1,70,64,42,65.6,42
용접,2019,2019,전체,21766,17824,5139,28.8,8806,8059,3977,49.3,4049
용접,2019,2019,여,258,206,67,32.5,69,64,38,59.4,39
도장.도금분야,1975,2019,전체,73592,62883,21944,34.9,47890,44998,33549,74.6,35773
도장.도금분야,1975,2014,전체,70304,60078,20633,34.3,45588,42781,31906,74.6,33860
도장.도금분야,2015,2015,전체,826,730,329,45.1,592,574,396,69,453
도장.도금분야,2015,2015,여,93,84,35,41.7,90,88,69,78.4,82
도장.도금분야,2016,2016,전체,665,571,232,40.6,520,501,376,75,437
도장.도금분야,2016,2016,여,75,65,21,32.3,65,61,47,77,55
도장.도금분야,2017,2017,전체,611,536,251,46.8,424,409,324,79.2,379
도장.도금분야,2017,2017,여,100,86,36,41.9,44,42,32,76.2,44
도장.도금분야,2018,2018,전체,560,466,232,49.8,381,360,275,76.4,322
도장.도금분야,2018,2018,여,63,51,26,51,30,28,22,78.6,35
도장.도금분야,2019,2019,전체,626,502,267,53.2,385,373,272,72.9,322
도장.도금분야,2019,2019,여,63,54,35,64.8,43,41,34,82.9,45
표면처리,1975,2019,전체,2257,1924,480,24.9,2777,2733,2651,97,8346
표면처리,1975,2014,전체,1200,1050,273,26,1904,1871,1830,97.8,7479
표면처리,2015,2015,전체,200,172,55,32,241,238,230,96.6,239
표면처리,2015,2015,여,33,29,9,31,58,56,54,96.4,54
표면처리,2016,2016,전체,227,196,35,17.9,201,197,191,97,204
표면처리,2016,2016,여,29,26,4,15.4,39,37,37,100,38
표면처리,2017,2017,전체,215,182,32,17.6,162,159,149,93.7,161
표면처리,2017,2017,여,30,24,2,8.3,8,7,6,85.7,6
표면처리,2018,2018,전체,203,165,44,26.7,140,139,130,93.5,132
표면처리,2018,2018,여,23,19,8,42.1,13,13,12,92.3,12
표면처리,2019,2019,전체,212,159,41,25.8,129,129,121,93.8,131
표면처리,2019,2019,여,23,19,11,57.9,15,15,13,86.7,14
금속도장,1975,2019,전체,18337,15766,5161,32.7,8655,8218,6069,73.9,6816
금속도장,1975,2014,전체,16300,14001,4141,29.6,7292,6919,5284,76.4,5873
금속도장,2015,2015,전체,552,491,250,50.9,330,317,152,47.9,185
금속도장,2015,2015,여,41,38,17,44.7,26,26,10,38.5,10
금속도장,2016,2016,전체,409,349,181,51.9,308,294,180,61.2,218
금속도장,2016,2016,여,42,35,16,45.7,25,24,10,41.7,10
금속도장,2017,2017,전체,351,315,195,61.9,243,234,164,70.1,193
금속도장,2017,2017,여,41,35,15,42.9,22,22,17,77.3,18
금속도장,2018,2018,전체,331,283,176,62.2,232,214,140,65.4,169
금속도장,2018,2018,여,36,30,17,56.7,17,15,10,66.7,10
금속도장,2019,2019,전체,394,327,218,66.7,250,240,149,62.1,178
금속도장,2019,2019,여,39,34,24,70.6,28,26,21,80.8,21
광고도장,1975,2019,전체,47913,40813,15607,38.2,30485,28298,19608,69.3,20611
광고도장,1975,2014,전체,47719,40647,15523,38.2,30419,28242,19571,69.3,20508
광고도장,2015,2015,전체,74,67,24,35.8,21,19,14,73.7,29
광고도장,2015,2015,여,19,17,9,52.9,6,6,5,83.3,18
광고도장,2016,2016,전체,29,26,16,61.5,11,10,5,50,15
광고도장,2016,2016,여,4,4,1,25,1,0,0,0,7
광고도장,2017,2017,전체,45,39,24,61.5,19,16,11,68.8,25
광고도장,2017,2017,여,29,27,19,70.4,14,13,9,69.2,20
광고도장,2018,2018,전체,26,18,12,66.7,9,7,5,71.4,21
광고도장,2018,2018,여,4,2,1,50,0,0,0,0,13
광고도장,2019,2019,전체,20,16,8,50,6,4,2,50,13
광고도장,2019,2019,여,1,1,0,0,0,0,0,0,10
화공분야,1975,2019,전체,57216,49175,15992,32.5,144617,141870,125068,88.2,140682
화공분야,1975,2014,전체,46500,40502,11325,28,129967,127652,113523,88.9,129105
화공분야,2015,2015,전체,1484,1239,571,46.1,2816,2769,2480,89.6,2512
화공분야,2015,2015,여,484,411,185,45,797,784,684,87.2,684
화공분야,2016,2016,전체,1495,1226,685,55.9,2818,2758,2415,87.6,2415
화공분야,2016,2016,여,464,400,219,54.8,777,752,617,82,617
화공분야,2017,2017,전체,1629,1295,713,55.1,2733,2664,2193,82.3,2193
화공분야,2017,2017,여,442,365,186,51,671,655,508,77.6,508
화공분야,2018,2018,전체,2689,2171,1209,55.7,2973,2849,2346,82.3,2346
화공분야,2018,2018,여,779,647,332,51.3,786,752,621,82.6,621
화공분야,2019,2019,전체,3419,2742,1489,54.3,3310,3178,2111,66.4,2111
화공분야,2019,2019,여,905,746,371,49.7,847,816,516,63.2,516
화학분석,1975,2019,전체,55453,47908,15735,32.8,143141,140553,124303,88.4,139450
화학분석,1975,2014,전체,44737,39235,11068,28.2,128491,126335,112758,89.3,127873
화학분석,2015,2015,전체,1484,1239,571,46.1,2816,2769,2480,89.6,2512
화학분석,2015,2015,여,484,411,185,45,797,784,684,87.2,684
화학분석,2016,2016,전체,1495,1226,685,55.9,2818,2758,2415,87.6,2415
화학분석,2016,2016,여,464,400,219,54.8,777,752,617,82,617
화학분석,2017,2017,전체,1629,1295,713,55.1,2733,2664,2193,82.3,2193
화학분석,2017,2017,여,442,365,186,51,671,655,508,77.6,508
화학분석,2018,2018,전체,2689,2171,1209,55.7,2973,2849,2346,82.3,2346
화학분석,2018,2018,여,779,647,332,51.3,786,752,621,82.6,621
화학분석,2019,2019,전체,3419,2742,1489,54.3,3310,3178,2111,66.4,2111
화학분석,2019,2019,여,905,746,371,49.7,847,816,516,63.2,516
위험물분야,1975,2019,전체,791941,572381,147087,25.7,243386,208369,87477,42,131359
위험물분야,1975,2014,전체,666681,483077,113666,23.5,183440,160936,68185,42.4,110054
위험물분야,2015,2015,전체,23000,17107,4951,28.9,9262,7380,3578,48.5,3956
위험물분야,2015,2015,여,1724,1331,394,29.6,684,581,297,51.1,300
위험물분야,2016,2016,전체,24727,17615,5472,31.1,9242,7380,3109,42.1,3623
위험물분야,2016,2016,여,2083,1504,438,29.1,733,594,241,40.6,248
위험물분야,2017,2017,전체,24382,17426,7133,40.9,11863,9266,3723,40.2,4155
위험물분야,2017,2017,여,2217,1605,648,40.4,1041,828,308,37.2,311
위험물분야,2018,2018,전체,25047,17658,7432,42.1,14235,11065,4226,38.2,4603
위험물분야,2018,2018,여,2317,1641,665,40.5,1280,1034,405,39.2,409
위험물분야,2019,2019,전체,28104,19498,8433,43.3,15344,12342,4656,37.7,4968
위험물분야,2019,2019,여,2862,1975,871,44.1,1511,1232,435,35.3,442
위험물,1975,2019,전체,185862,134582,45595,33.9,81183,64332,25641,39.9,130100
위험물,1975,2014,전체,60602,45278,12174,26.9,21237,16899,6349,37.6,108795
위험물,2015,2015,전체,23000,17107,4951,28.9,9262,7380,3578,48.5,3956
위험물,2015,2015,여,1724,1331,394,29.6,684,581,297,51.1,300
위험물,2016,2016,전체,24727,17615,5472,31.1,9242,7380,3109,42.1,3623
위험물,2016,2016,여,2083,1504,438,29.1,733,594,241,40.6,248
위험물,2017,2017,전체,24382,17426,7133,40.9,11863,9266,3723,40.2,4155
위험물,2017,2017,여,2217,1605,648,40.4,1041,828,308,37.2,311
위험물,2018,2018,전체,25047,17658,7432,42.1,14235,11065,4226,38.2,4603
위험물,2018,2018,여,2317,1641,665,40.5,1280,1034,405,39.2,409
위험물,2019,2019,전체,28104,19498,8433,43.3,15344,12342,4656,37.7,4968
위험물,2019,2019,여,2862,1975,871,44.1,1511,1232,435,35.3,442
섬유분야,1975,2019,전체,15958,14536,3477,23.9,35461,36686,34269,93.4,40617
섬유분야,1975,2014,전체,15851,14458,3450,23.9,34059,35301,32889,93.2,39237
섬유분야,2015,2015,전체,20,17,2,11.8,378,377,373,98.9,373
섬유분야,2015,2015,여,8,5,1,20,206,205,203,99,203
섬유분야,2016,2016,전체,19,12,3,25,337,333,332,99.7,332
섬유분야,2016,2016,여,11,9,3,33.3,162,161,161,100,161
섬유분야,2017,2017,전체,21,16,5,31.3,222,221,221,100,221
섬유분야,2017,2017,여,5,5,2,40,82,82,82,100,82
섬유분야,2018,2018,전체,19,13,8,61.5,249,244,244,100,244
섬유분야,2018,2018,여,13,10,8,80,81,79,79,100,79
섬유분야,2019,2019,전체,28,20,9,45,216,210,210,100,210
섬유분야,2019,2019,여,6,6,4,66.7,60,55,55,100,55
염색(침염),1975,2019,전체,1590,1296,322,24.8,11553,11367,11297,99.4,13143
염색(침염),1975,2014,전체,1510,1231,297,24.1,10369,10198,10131,99.3,11977
염색(침염),2015,2015,전체,17,14,2,14.3,305,304,302,99.3,302
염색(침염),2015,2015,여,7,4,1,25,149,148,147,99.3,147
염색(침염),2016,2016,전체,10,7,3,42.9,265,261,260,99.6,260
염색(침염),2016,2016,여,7,5,3,60,111,110,110,100,110
염색(침염),2017,2017,전체,17,15,5,33.3,197,196,196,100,196
염색(침염),2017,2017,여,5,5,2,40,75,75,75,100,75
염색(침염),2018,2018,전체,14,11,7,63.6,226,221,221,100,221
염색(침염),2018,2018,여,9,9,7,77.8,69,67,67,100,67
염색(침염),2019,2019,전체,22,18,8,44.4,191,187,187,100,187
염색(침염),2019,2019,여,4,4,3,75,45,42,42,100,42
염색(날염),1975,2019,전체,2053,1780,459,25.8,11429,11338,10895,96.1,11303
염색(날염),1975,2014,전체,2026,1767,457,25.9,11211,11122,10681,96,11089
염색(날염),2015,2015,전체,3,3,0,0,73,73,71,97.3,71
염색(날염),2015,2015,여,1,1,0,0,57,57,56,98.2,56
염색(날염),2016,2016,전체,9,5,0,0,72,72,72,100,72
염색(날염),2016,2016,여,4,4,0,0,51,51,51,100,51
염색(날염),2017,2017,전체,4,1,0,0,25,25,25,100,25
염색(날염),2017,2017,여,0,0,0,0,7,7,7,100,7
염색(날염),2018,2018,전체,5,2,1,50,23,23,23,100,23
염색(날염),2018,2018,여,4,1,1,100,12,12,12,100,12
염색(날염),2019,2019,전체,6,2,1,50,25,23,23,100,23
염색(날염),2019,2019,여,2,2,1,50,15,13,13,100,13
의복분야,1975,2019,전체,208180,184013,96801,52.6,140153,128979,79117,61.3,79859
의복분야,1975,2014,전체,151777,134230,68869,51.3,102751,93720,55436,59.2,56004
의복분야,2015,2015,전체,6999,6398,3488,54.5,4476,4233,2914,68.8,2952
의복분야,2015,2015,여,3884,3577,2140,59.8,2714,2560,1687,65.9,1716
의복분야,2016,2016,전체,10509,9604,5434,56.6,6710,6397,4093,64,4123
의복분야,2016,2016,여,5642,5211,3372,64.7,4042,3843,2498,65,2524
의복분야,2017,2017,전체,14617,13064,7799,59.7,10538,10024,6485,64.7,6523
의복분야,2017,2017,여,7669,6999,4752,67.9,6061,5789,3789,65.5,3820
의복분야,2018,2018,전체,11925,10349,5630,54.4,8199,7618,5073,66.6,5108
의복분야,2018,2018,여,6087,5434,3468,63.8,4704,4391,2992,68.1,3023
의복분야,2019,2019,전체,12353,10368,5581,53.8,7479,6987,5116,73.2,5149
의복분야,2019,2019,여,5928,5177,3223,62.3,4126,3888,2834,72.9,2865
한복,1975,2019,전체,17836,15249,7326,48,11187,9944,5592,56.2,5822
한복,1975,2014,전체,16350,13904,6261,45,10111,8940,5102,57.1,5252
한복,2015,2015,전체,290,268,197,73.5,200,186,123,66.1,134
한복,2015,2015,여,280,260,192,73.8,193,180,119,66.1,128
한복,2016,2016,전체,361,313,199,63.6,200,182,95,52.2,111
한복,2016,2016,여,349,304,193,63.5,194,176,91,51.7,105
한복,2017,2017,전체,337,307,270,87.9,248,234,78,33.3,98
한복,2017,2017,여,328,303,269,88.8,243,231,76,32.9,95
한복,2018,2018,전체,276,257,222,86.4,235,218,116,53.2,131
한복,2018,2018,여,262,245,213,86.9,228,212,114,53.8,129
한복,2019,2019,전체,222,200,177,88.5,193,184,78,42.4,96
한복,2019,2019,여,212,193,173,89.6,188,179,78,43.6,96
신발류제조,1975,2019,전체,616,536,298,55.6,2351,2275,2176,95.6,2183
신발류제조,1975,2014,전체,480,422,220,52.1,1858,1810,1743,96.3,1750
신발류제조,2015,2015,전체,42,37,26,70.3,129,124,120,96.8,120
신발류제조,2015,2015,여,13,10,6,60,18,17,16,94.1,16
신발류제조,2016,2016,전체,27,23,15,65.2,109,102,98,96.1,98
신발류제조,2016,2016,여,11,9,9,100,21,18,17,94.4,17
신발류제조,2017,2017,전체,31,24,17,70.8,126,122,114,93.4,114
신발류제조,2017,2017,여,7,7,4,57.1,20,19,17,89.5,17
신발류제조,2018,2018,전체,26,22,13,59.1,72,67,59,88.1,59
신발류제조,2018,2018,여,3,3,0,0,9,7,7,100,7
신발류제조,2019,2019,전체,10,8,7,87.5,57,50,42,84,42
