종목명,년도,성별,필기시험접수,필기시험응시,필기시험합격,필기시험합격률(%),실기시험접수,실기시험응시,실기시험합격,실기시험합격률(%),자격취득자현황(명)
공장관리,2015(누적),전체,998,820,244,29.8,360,358,209,58.4,218
공장관리,2016,전체,57,51,7,13.7,19,18,10,55.6,10
공장관리,2016,여자,0,0,0,0,0,0,0,0,0
공장관리,2017,전체,63,46,13,28.3,21,19,11,57.9,11
공장관리,2017,여자,0,0,0,0,0,0,0,0,0
공장관리,2018,전체,71,53,9,17,15,15,4,26.7,4
공장관리,2018,여자,2,1,0,0,0,0,0,0,0
공장관리,2019,전체,60,51,17,33.3,27,27,17,63,17
공장관리,2019,여자,0,0,0,0,0,0,0,0,0
공장관리,2020,전체,54,46,19,41.3,27,27,21,77.8,21
공장관리,2020,여자,1,0,0,0,0,0,0,0,0
품질관리,전체,전체,3570,2913,663,22.8,1321,1311,613,46.8,614
품질관리,2015(누적),전체,2496,1970,421,21.4,815,809,375,46.4,376
품질관리,2016,전체,226,198,84,42.4,150,149,57,38.3,57
품질관리,2016,여자,2,2,1,50,1,1,1,100,1
품질관리,2017,전체,244,208,44,21.2,101,101,60,59.4,60
품질관리,2017,여자,6,5,1,20,1,1,1,100,1
품질관리,2018,전체,225,192,54,28.1,105,105,44,41.9,44
품질관리,2018,여자,7,6,1,16.7,1,1,1,100,1
품질관리,2019,전체,216,198,52,26.3,117,115,58,50.4,58
품질관리,2019,여자,15,12,5,41.7,8,8,4,50,4
품질관리,2020,전체,163,147,8,5.4,33,32,19,59.4,19
품질관리,2020,여자,4,2,0,0,2,2,1,50,1
포장,전체,전체,487,417,186,44.6,256,256,174,68,174
포장,2015(누적),전체,344,293,140,47.8,186,186,129,69.4,129
포장,2016,전체,32,24,17,70.8,22,22,13,59.1,13
포장,2016,여자,2,2,2,100,4,4,2,50,2
포장,2017,전체,25,23,6,26.1,15,15,9,60,9
포장,2017,여자,4,3,1,33.3,2,2,1,50,1
포장,2018,전체,27,23,9,39.1,14,14,9,64.3,9
포장,2018,여자,3,2,1,50,2,2,1,50,1
포장,2019,전체,34,31,8,25.8,11,11,9,81.8,9
포장,2019,여자,1,1,0,0,0,0,0,0,0
포장,2020,전체,25,23,6,26.1,8,8,5,62.5,5
포장,2020,여자,1,1,1,100,1,1,1,100,1
디자인분야,전체,전체,200,127,48,37.8,70,68,34,50,34
디자인분야,2015(누적),전체,145,86,31,36,47,47,23,48.9,23
디자인분야,2016,전체,10,6,2,33.3,3,2,1,50,1
디자인분야,2016,여자,3,3,2,66.7,1,1,0,0,0
디자인분야,2017,전체,8,6,2,33.3,4,4,2,50,2
디자인분야,2017,여자,5,3,1,33.3,3,3,1,33.3,1
디자인분야,2018,전체,10,7,2,28.6,4,3,2,66.7,2
디자인분야,2018,여자,2,1,1,100,3,2,1,50,1
디자인분야,2019,전체,10,10,3,30,3,3,2,66.7,2
디자인분야,2019,여자,2,2,0,0,0,0,0,0,0
디자인분야,2020,전체,17,12,8,66.7,9,9,4,44.4,4
디자인분야,2020,여자,4,2,0,0,0,0,0,0,0
제품디자인,전체,전체,200,127,48,37.8,70,68,34,50,34
제품디자인,2015(누적),전체,145,86,31,36,47,47,23,48.9,23
제품디자인,2016,전체,10,6,2,33.3,3,2,1,50,1
제품디자인,2016,여자,3,3,2,66.7,1,1,0,0,0
제품디자인,2017,전체,8,6,2,33.3,4,4,2,50,2
제품디자인,2017,여자,5,3,1,33.3,3,3,1,33.3,1
제품디자인,2018,전체,10,7,2,28.6,4,3,2,66.7,2
제품디자인,2018,여자,2,1,1,100,3,2,1,50,1
제품디자인,2019,전체,10,10,3,30,3,3,2,66.7,2
제품디자인,2019,여자,2,2,0,0,0,0,0,0,0
제품디자인,2020,전체,17,12,8,66.7,9,9,4,44.4,4
제품디자인,2020,여자,4,2,0,0,0,0,0,0,0
건축분야,전체,전체,190902,140497,12498,8.9,19040,18962,12387,65.3,12847
건축분야,2015(누적),전체,169327,122877,10947,8.9,16640,16573,10856,65.5,11316
건축분야,2016,전체,3953,3113,268,8.6,409,405,249,61.5,249
건축분야,2016,여자,233,184,14,7.6,18,18,14,77.8,14
건축분야,2017,전체,4196,3416,287,8.4,458,456,283,62.1,283
건축분야,2017,여자,237,187,15,8,22,22,10,45.5,10
건축분야,2018,전체,4261,3449,334,9.7,506,505,323,64,323
건축분야,2018,여자,327,254,27,10.6,40,40,30,75,30
건축분야,2019,전체,4458,3779,334,8.8,525,524,348,66.4,348
건축분야,2019,여자,322,274,31,11.3,46,46,26,56.5,26
건축분야,2020,전체,4707,3863,328,8.5,502,499,328,65.7,328
건축분야,2020,여자,344,284,24,8.5,47,46,24,52.2,24
건축구조,전체,전체,20390,15932,1137,7.1,1808,1799,1144,63.6,1156
건축구조,2015(누적),전체,15904,12086,965,8,1553,1545,972,62.9,984
건축구조,2016,전체,703,609,24,3.9,37,36,26,72.2,26
건축구조,2016,여자,93,76,2,2.6,3,3,3,100,3
건축구조,2017,전체,722,618,11,1.8,16,16,12,75,12
건축구조,2017,여자,84,70,1,1.4,1,1,1,100,1
건축구조,2018,전체,887,740,53,7.2,64,64,47,73.4,47
건축구조,2018,여자,124,102,13,12.7,13,13,12,92.3,12
건축구조,2019,전체,1052,914,59,6.5,82,82,52,63.4,52
건축구조,2019,여자,116,102,7,6.9,11,11,7,63.6,7
건축구조,2020,전체,1122,965,25,2.6,56,56,35,62.5,35
건축구조,2020,여자,128,102,2,2,5,5,2,40,2
건축(건축설비),전체,전체,0,0,0,0,0,0,0,0,2
건축(건축설비),2015(누적),전체,0,0,0,0,0,0,0,0,2
건축기계설비,전체,전체,21210,16270,1402,8.6,2473,2463,1386,56.3,1363
건축기계설비,2015(누적),전체,19072,14531,1256,8.6,2194,2184,1244,57,1221
건축기계설비,2016,전체,429,324,17,5.2,34,34,20,58.8,20
건축기계설비,2016,여자,9,7,0,0,0,0,0,0,0
건축기계설비,2017,전체,481,387,26,6.7,50,50,20,40,20
건축기계설비,2017,여자,18,13,1,7.7,1,1,1,100,1
건축기계설비,2018,전체,392,328,33,10.1,72,72,32,44.4,32
건축기계설비,2018,여자,16,16,0,0,0,0,0,0,0
건축기계설비,2019,전체,407,346,34,9.8,69,69,41,59.4,41
건축기계설비,2019,여자,27,21,4,19,5,5,4,80,4
건축기계설비,2020,전체,429,354,36,10.2,54,54,29,53.7,29
건축기계설비,2020,여자,21,17,0,0,0,0,0,0,0
건축시공,전체,전체,147066,106781,9704,9.1,14418,14359,9613,66.9,10082
건축시공,2015(누적),전체,132330,94925,8496,9,12583,12534,8421,67.2,8890
건축시공,2016,전체,2786,2154,224,10.4,332,329,199,60.5,199
건축시공,2016,여자,131,101,12,11.9,15,15,11,73.3,11
건축시공,2017,전체,2948,2373,247,10.4,388,386,249,64.5,249
건축시공,2017,여자,134,104,13,12.5,20,20,8,40,8
건축시공,2018,전체,2941,2348,244,10.4,364,363,238,65.6,238
건축시공,2018,여자,185,134,14,10.4,27,27,18,66.7,18
건축시공,2019,전체,2960,2486,233,9.4,366,365,247,67.7,247
건축시공,2019,여자,177,149,20,13.4,30,30,15,50,15
건축시공,2020,전체,3101,2495,260,10.4,385,382,259,67.8,259
건축시공,2020,여자,195,165,22,13.3,42,41,22,53.7,22
건축품질시험,전체,전체,2236,1514,255,16.8,341,341,244,71.6,244
건축품질시험,2015(누적),전체,2021,1335,230,17.2,310,310,219,70.6,219
건축품질시험,2016,전체,35,26,3,11.5,6,6,4,66.7,4
건축품질시험,2016,여자,0,0,0,0,0,0,0,0,0
건축품질시험,2017,전체,45,38,3,7.9,4,4,2,50,2
건축품질시험,2017,여자,1,0,0,0,0,0,0,0,0
건축품질시험,2018,전체,41,33,4,12.1,6,6,6,100,6
건축품질시험,2018,여자,2,2,0,0,0,0,0,0,0
건축품질시험,2019,전체,39,33,8,24.2,8,8,8,100,8
건축품질시험,2019,여자,2,2,0,0,0,0,0,0,0
건축품질시험,2020,전체,55,49,7,14.3,7,7,5,71.4,5
건축품질시험,2020,여자,0,0,0,0,0,0,0,0,0
토목분야,전체,전체,288985,214566,18405,8.6,27756,27564,18415,66.8,19192
토목분야,2015(누적),전체,255796,187984,15316,8.1,23174,23016,15384,66.8,16161
토목분야,2016,전체,6750,5212,465,8.9,692,687,447,65.1,447
토목분야,2016,여자,122,100,15,15,22,22,13,59.1,13
토목분야,2017,전체,6704,5362,644,12,890,885,598,67.6,598
토목분야,2017,여자,96,77,11,14.3,24,24,10,41.7,10
토목분야,2018,전체,6769,5403,647,12,952,949,659,69.4,659
토목분야,2018,여자,91,76,9,11.8,18,18,15,83.3,15
토목분야,2019,전체,6577,5518,753,13.6,1116,1106,732,66.2,732
토목분야,2019,여자,116,92,15,16.3,18,18,14,77.8,14
토목분야,2020,전체,6389,5087,580,11.4,932,921,595,64.6,595
토목분야,2020,여자,161,128,14,10.9,21,21,9,42.9,9
토질및기초,전체,전체,33989,25641,1511,5.9,2545,2522,1553,61.6,1566
토질및기초,2015(누적),전체,28956,21620,1123,5.2,1909,1890,1181,62.5,1194
토질및기초,2016,전체,948,742,64,8.6,92,90,52,57.8,52
토질및기초,2016,여자,18,15,1,6.7,1,1,0,0,0
토질및기초,2017,전체,989,793,102,12.9,145,144,93,64.6,93
토질및기초,2017,여자,13,12,1,8.3,5,5,1,20,1
토질및기초,2018,전체,1071,861,55,6.4,107,107,65,60.7,65
토질및기초,2018,여자,17,14,0,0,2,2,1,50,1
토질및기초,2019,전체,997,823,77,9.4,134,134,70,52.2,70
토질및기초,2019,여자,20,14,1,7.1,1,1,1,100,1
토질및기초,2020,전체,1028,802,90,11.2,158,157,92,58.6,92
토질및기초,2020,여자,32,25,3,12,4,4,2,50,2
토목구조,전체,전체,22606,16915,1342,7.9,2232,2207,1436,65.1,1467
토목구조,2015(누적),전체,20381,15109,1174,7.8,1990,1966,1270,64.6,1301
토목구조,2016,전체,396,302,31,10.3,40,40,26,65,26
토목구조,2016,여자,8,8,1,12.5,1,1,1,100,1
토목구조,2017,전체,471,379,36,9.5,46,46,36,78.3,36
토목구조,2017,여자,9,8,1,12.5,1,1,1,100,1
토목구조,2018,전체,473,382,24,6.3,36,36,27,75,27
토목구조,2018,여자,6,6,0,0,0,0,0,0,0
토목구조,2019,전체,474,401,48,12,71,70,41,58.6,41
토목구조,2019,여자,6,4,1,25,2,2,1,50,1
토목구조,2020,전체,411,342,29,8.5,49,49,36,73.5,36
토목구조,2020,여자,10,7,0,0,0,0,0,0,0
항만및해안,전체,전체,3377,2435,241,9.9,329,329,239,72.6,259
항만및해안,2015(누적),전체,2963,2100,207,9.9,282,282,204,72.3,224
항만및해안,2016,전체,111,85,8,9.4,11,11,8,72.7,8
항만및해안,2016,여자,0,0,0,0,0,0,0,0,0
항만및해안,2017,전체,79,63,6,9.5,9,9,6,66.7,6
항만및해안,2017,여자,3,3,0,0,0,0,0,0,0
항만및해안,2018,전체,89,71,8,11.3,11,11,9,81.8,9
항만및해안,2018,여자,1,1,0,0,0,0,0,0,0
항만및해안,2019,전체,91,83,7,8.4,9,9,6,66.7,6
항만및해안,2019,여자,0,0,0,0,0,0,0,0,0
항만및해안,2020,전체,44,33,5,15.2,7,7,6,85.7,6
항만및해안,2020,여자,1,1,0,0,0,0,0,0,0
도로및공항,전체,전체,23494,16224,1303,8,1763,1708,1308,76.6,1325
도로및공항,2015(누적),전체,21605,14663,1047,7.1,1433,1380,1060,76.8,1077
