제작연도,카테고리,프로그램명,총편수,회차제목,내용,시간(러닝타임),장르구분,등록일
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_153,"이찬기 (옐로마켓플레이스 대표) 핀테크, 자산관리의 패러다임을 바꾸다",60min,토크-쇼,2016-11-11
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_154,"이찬기 (옐로마켓플레이스 대표) 글로벌 트렌드, 핀테크가 해답이다",60min,토크-쇼,2016-11-14
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_155,"김종환 (블로코 대표) 핀테크 시대, 블록체인이 보안을 바꾸다",60min,토크-쇼,2016-11-15
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_156,김종환 (블로코 대표) 블록체인은 얼마나 가까이 다가왔나,60min,토크-쇼,2016-11-16
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_157,신혜성 (와디즈 대표) 대한민국의 크라우드 펀딩을 열다,60min,토크-쇼,2016-11-17
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_158,신혜성 (와디즈 대표) 나는 왜 ‘와디즈’를 창업했나,60min,토크-쇼,2016-11-18
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_159,"김덕상 (에잇바이트 대표) 핀테크 창업, 이것만은 기억하라",60min,토크-쇼,2016-11-21
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_160,"김승종 (쿼터백 테크놀로지스 대표) 로보어드바이저, 자산관리를 바꾸다",60min,토크-쇼,2016-11-22
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_161,유태형 (‘유태형 팝니다’ 프로젝트 기획 / 솔로대첩 기획) 우리의 뇌는 어떻게 콘텐츠에 반응하나,60min,토크-쇼,2016-11-23
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_162,유태형 (‘유태형 팝니다’ 프로젝트 기획 / 솔로대첩 기획)성공하는 기획은 어떻게 만들어지나,60min,토크-쇼,2016-11-24
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_163,준오헤어 한재호 부원장 꿈으로 가는 길을 디자인 하라,60min,토크-쇼,2016-11-25
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_164,신주원 (아디다스 코리아 인사팀 부장) 그리스 신화에서 영어단어 주워먹기 1부,60min,토크-쇼,2016-11-28
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_165,신주원 (아디다스 코리아 인사팀 부장) 그리스 신화에서 영어단어 주워먹기 2부,60min,토크-쇼,2016-11-29
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_166,"조찬우 (SBS 공채개그맨 8기 / 노리엔터테인먼트 대표) 취업학개론 1, 자신만의 스토리를 만들어라",60min,토크-쇼,2016-11-30
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_167,"조찬우 (SBS 공채개그맨 8기 / 노리엔터테인먼트 대표) 취업학개론 2, 당신은 연애하고 있습니까",60min,토크-쇼,2016-12-01
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_168,장진기 (‘오늘 커피 한 잔 어때요‘ 저자) 내 삶의 크리에이터가 되라 1부,60min,토크-쇼,2016-12-02
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_169,장진기 (‘오늘 커피 한 잔 어때요‘ 저자) 내 삶의 크리에이터가 되라 2부,60min,토크-쇼,2016-12-05
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_170,고중곤 (한국마술산업진흥학회 상임이사 / 우듬지학교 이사장) 마음을 녹이는 멜팅의 기술,60min,토크-쇼,2016-12-06
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_171,고중곤 (한국마술산업진흥학회 상임이사 / 우듬지학교 이사장) 제 3의 길을 찾아라,60min,토크-쇼,2016-12-07
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_172,김수진(코스모폴리탄 블로그어워즈 2015/유튜브 콘텐츠 크리에이터) 서류탈락 취준생에서 유튜브 크리에이터로,60min,토크-쇼,2016-12-08
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_173,김수진(코스모폴리탄 블로그어워즈 2015/유튜브 콘텐츠 크리에이터) 성공하는 SNS마케팅의 비밀,60min,토크-쇼,2016-12-09
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_174,테라김 (국내최초 발레필라테스 도입 / 발레더테라 대표) 내 속에 아름다운 야망을 품어라,60min,토크-쇼,2016-12-12
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_175,테라김 (국내최초 발레필라테스 도입 / 발레더테라 대표) 유니크함으로 승부하라!,60min,토크-쇼,2016-12-13
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_176,함현진 (한국교육마술협회장) 실패가 인생을 바꾼다,60min,토크-쇼,2016-12-14
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_177,함현진 (한국교육마술협회장) 마술처럼 소통하라!,60min,토크-쇼,2016-12-15
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_178,우정호 셰프 (비스트로 도마 오너 셰프) 20대에 꼭 한번 망해봐라!,60min,토크-쇼,2016-12-16
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_179,"우정호 셰프 (비스트로 도마 오너 셰프) 레스토랑 경영, A부터 Z까지",60min,토크-쇼,2016-12-19
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_180,한가늠 (남서울대학교 겸임교수 / 한국디지털콘텐츠학회 홍보이사) 스마트워크 3.0 새로운 시대에 대비하라!,60min,토크-쇼,2016-12-20
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_181,한가늠 (남서울대학교 겸임교수 / 한국디지털콘텐츠학회 홍보이사) 스마트워크 3.0 나만의 도구로 재창조하라!,60min,토크-쇼,2016-12-21
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_182,"켄트김 (동아일보 ‘하버드맨’ 연재, ‘만명에게 편지를 써라’ 저자) 20대, 계산보다 경험이 먼저다",60min,토크-쇼,2016-12-22
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_183,"켄트김 (동아일보 ‘하버드맨’ 연재, ‘만명에게 편지를 써라’ 저자) 진짜 실패는 실패한 적이 없는 것이다",60min,토크-쇼,2016-12-23
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_184,하민회 (前 한국브랜드 경영협회 이사 / 이미지21 대표) 좋아하는 일을 업으로 삼아라,60min,토크-쇼,2016-12-26
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_185,하민회 (前 한국브랜드 경영협회 이사 / 이미지21 대표) 프리에이전트의 시대,60min,토크-쇼,2016-12-27
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_186,민진홍 (땡큐파워 저자) 21일이면 나타나는 감사의 기적,60min,토크-쇼,2016-12-28
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_187,민진홍 (땡큐파워 저자) 감사형 인간이 인생을 바꾼다!,60min,토크-쇼,2016-12-29
2016,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_188,김지영 (해피업스튜디오 대표) 욕망에 헌신하라!,60min,토크-쇼,2016-12-30
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_189,"선택의 비밀, 글램을 활용하라 이은영 (신세계 이마트 인사담당자) /  현대자동차 자소서 집중 분석 강민혁 취업컨설턴트 (잡드림연구소)",90min,토크-쇼,2017-01-02
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_190,감정이 선택을 부른다 이은영 (신세계 이마트 인사담당자) / CJ그룹 자소서 집중 분석 강민혁 취업컨설턴트 (잡드림연구소),90min,토크-쇼,2017-01-03
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_191,면접관을 사로잡는 스피치 이고운 (이미지 컨설턴트) / SK이노베이션 자소서 집중 분석 강민혁 취업컨설턴트 (잡드림연구소),90min,토크-쇼,2017-01-04
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_192,매력으로 무장하라! 이고운 (이미지 컨설턴트) / 금호아시아나 자소서 집중 분석 강민혁 취업컨설턴트 (잡드림연구소),90min,토크-쇼,2017-01-05
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_193,"청년취업, 스토리셀링이 답이다 김종회 (wellness 펀드매니저)/ 금융권 자소서 집중 분석 강민혁 취업컨설턴트 (잡드림연구소)",90min,토크-쇼,2017-01-06
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_199,"언어의 온도, 마음을 움직이는 따뜻한 말 / 직무능력특강! 생산기술 설비기술 기술영업",90min,토크-쇼,2017-01-16
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_200,브랜드 미션을 완수하라! / 취업 필수 요소 NCS,90min,토크-쇼,2017-01-17
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_201,한 뼘 더 성장한 사회를 위하여 / ERP란 무엇인가,90min,토크-쇼,2017-01-18
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_202회,현대엔지니어링 설계 지원자,90min,시리즈,2017-01-19
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_203회,,90min,시리즈,2017-01-20
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_204회,스펙을 뛰어넘는 이미지 박다인 (이미지 메이킹 전문가)/ 공기업 필수 취업전략 박정호 (KDI 전문연구원),90min,토크-쇼,2017-01-23
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_205회,잘못된 자세가 스트레스를 부른다 이충한 (대한토탈피트니스협회 대표)/  나에게 맞는 공기업은 박정호 (KDI 전문연구원),90min,토크-쇼,2017-01-24
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_206회,약이 되는 운동 독이 되는 운동 / 4차산업 혁명 이후 꼭 필요한 인재는,90min,토크-쇼,2017-01-25
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_207회,이미지가 나를 말한다 / 디자인 직무 파헤치기 1 (UI/UX 디자인),90min,토크-쇼,2017-01-26
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_208회,자존감이 이미지를 만든다 / 디자인 직무 파헤치기 2 (브랜드/패키지 디자인),90min,토크-쇼,2017-01-31
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_209회,취업 스피치 필승 전략/MD/VMD 직무 파헤치기,90min,토크-쇼,2017-02-01
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_210회,면접 합격으로 가는 음성과 시각 이미지 / 광고 직무 파헤치기,90min,토크-쇼,2017-02-02
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_211회,면접 합격으로 가는 음성과 시각 이미지 / 광고 직무 파헤치기 2,90min,토크-쇼,2017-02-03
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_212회,"영화가 당신에게 인생을 묻다/ 영업, 그 매력의 끝을 찾아서!",90min,토크-쇼,2017-02-06
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_213회,직업탐구! 출판 번역의 세계/ 영업직무 실전! A to Z,90min,토크-쇼,2017-02-07
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_214회,왜 나는 하고 싶은 일이 없을까/ 이것이 실제 인사업무다!,90min,토크-쇼,2017-02-08
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_215회,입사면접! 내면을 어필하라/ 당신이 몰랐던 면접 스피치,90min,토크-쇼,2017-02-09
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_216회,합격을 부르는 면접태도 / 당신이 몰랐던 면접 스피치2,90min,토크-쇼,2017-02-10
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_217회,직업탐구 프리랜서 작가의 세계 /취업 면접의 종류와 특징,90min,토크-쇼,2017-02-13
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_218회,모든 삶이 글이다/ 면접스피치 A to Z,90min,토크-쇼,2017-02-14
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_219회,가슴 뛰는 ‘업’을 찾아라!/직무별 프로세스 한 눈에 파악하기,90min,토크-쇼,2017-02-15
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_220회,자기암시의 놀라운 비밀 / 경영관리란 무엇인가,90min,토크-쇼,2017-02-16
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_221회,"직업탐구 여행작가의 세계 / 마케팅 , 영업 직무 심층 분석",90min,토크-쇼,2017-02-17
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_222회,"좋은여행작가가 되려면 / 제조, 개발 직무 심층분석",90min,토크-쇼,2017-02-20
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_224회,다양한 직업의 세계 / 기업 SNS 마케팅 케이스 스터디,90min,토크-쇼,2017-02-21
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_223회,"어떻게 직업을 고를 것인가 / 구매, 물류 직무 심층 분석",90min,토크-쇼,2017-02-21
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_225회,재무제표를 알면 회사가 보인다! / 통하는 면접은 따로 있다!,90min,토크-쇼,2017-02-23
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_226회,재무제표를 알면 회사가 보인다 -2부-/통하는 자소서는 따로 있다!,90min,토크-쇼,2017-02-24
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_227회,"‘비전보드’로 꿈을 향해 가라!/ NCS, 알고 공부하자!",90min,토크-쇼,2017-02-27
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_228회,핵심가치로 나를 차별화하라!/ 행복한 직장생활과 행복한 삶,90min,토크-쇼,2017-02-28
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_229회,호감을 주는 면접 이미지 만들기/ 반드시 통과하는 복붙 자소서 작성법,90min,토크-쇼,2017-03-02
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_230회,나의 이미지를 만드는 결정적 컬러/ 반드시 통과하는 1분 자기소개 작성법,90min,토크-쇼,2017-03-03
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_231회,4차 산업혁명! ‘디자인 씽킹’으로 대비하라/ 반드시 통하는 인성면접 비법,90min,토크-쇼,2017-03-06
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_232회,나는 왜 좋은 아이디어가 없을까/ 3일 만에 자소서 완성하기,90min,토크-쇼,2017-03-07
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_233회,'직업'이 아닌 '진로'를 결정하라/ 3일만에 자소서 완성하기 Day1,90min,토크-쇼,2017-03-08
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_234회,"인공지능의 시대, 게임의 틀을 바꿔라 / 3일 만에 자소서 완성하기 Day 2",90min,토크-쇼,2017-03-09
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_235회,‘학력파괴자’들의 시대/ 3일 만에 자소서 완성하기 Day 3,90min,토크-쇼,2017-03-10
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_236회,커피숍 알바생의 좌충우돌 창업기/ 실전 NCS 면접의 모든 것,90min,토크-쇼,2017-03-13
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_237회,지금 우리에게 필요한 건 ‘실행력’/ 실전 NCS 면접의 모든 것 2,90min,토크-쇼,2017-03-14
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_238회,몸이 변하면 인생이 바뀐다/ 게임업계 직무 집중 분석,90min,토크-쇼,2017-03-15
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_239회,내 안의 美친 열정을 깨워라/ 금융· IT업계 직무 집중 분석,90min,토크-쇼,2017-03-16
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_240회,취업 매력 지수를 높여라/ 보안· IT업계 직무 집중 분석,90min,토크-쇼,2017-03-17
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_241회,"성공하는 DNA, 리추얼의 비밀/인문계를 위한 IT 취업가이드",90min,토크-쇼,2017-03-20
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_242회,내가 꿈꾸는 직업 내가 꿈꾸는 인생/ 4차 산업혁명과 SW산업,90min,토크-쇼,2017-03-21
2017,교양/다큐,강의쇼 청산유수,720,강의쇼 청산유수_243회,"취준생이여! 가성비를 높여라/IT분야, 해외취업 전략을 세워라!",90min,토크-쇼,2017-03-22
