종목명,시작 연도,완료 연도,성별,필기시험접수,필기시험응시,필기시험합격,필기시험합격률(%),실기시험접수,실기시험응시,실기시험합격,실기시험합격률(%),자격취득자현황(명)
생물분류(식물),2018,2018,여,43,37,20,54.1,24,24,18,75,18
생물분류(식물),2019,2019,전체,139,109,73,67,105,89,51,57.3,51
생물분류(식물),2019,2019,여,65,51,38,74.5,46,39,23,59,23
생물분류(동물),1975,2019,전체,1539,1263,423,33.5,730,671,312,46.5,340
생물분류(동물),1975,2014,전체,968,822,174,21.2,392,360,126,35,154
생물분류(동물),2015,2015,전체,52,37,12,32.4,17,14,2,14.3,2
생물분류(동물),2015,2015,여,11,8,3,37.5,5,4,0,0,0
생물분류(동물),2016,2016,전체,73,56,24,42.9,32,29,2,6.9,2
생물분류(동물),2016,2016,여,16,11,4,36.4,4,3,0,0,0
생물분류(동물),2017,2017,전체,153,119,62,52.1,96,89,34,38.2,34
생물분류(동물),2017,2017,여,50,41,21,51.2,28,26,8,30.8,8
생물분류(동물),2018,2018,전체,117,86,57,66.3,70,69,51,73.9,51
생물분류(동물),2018,2018,여,28,20,15,75,24,23,14,60.9,14
생물분류(동물),2019,2019,전체,176,143,94,65.7,123,110,97,88.2,97
생물분류(동물),2019,2019,여,58,49,36,73.5,48,45,38,84.4,38
에너지.기상분야,1975,2019,전체,144867,104209,39428,37.8,62765,54280,19940,36.7,26704
에너지.기상분야,1975,2014,전체,99061,70425,22885,32.5,33400,29215,9214,31.5,15978
에너지.기상분야,2015,2015,전체,6462,4653,1983,42.6,4573,3920,1434,36.6,1434
에너지.기상분야,2015,2015,여,515,407,190,46.7,336,294,114,38.8,114
에너지.기상분야,2016,2016,전체,7128,5240,2510,47.9,4149,3612,1175,32.5,1175
에너지.기상분야,2016,2016,여,603,461,237,51.4,356,315,130,41.3,130
에너지.기상분야,2017,2017,전체,9299,6910,3588,51.9,6287,5349,2556,47.8,2556
에너지.기상분야,2017,2017,여,716,548,275,50.2,427,370,208,56.2,208
에너지.기상분야,2018,2018,전체,11069,8378,4109,49,6878,5817,2750,47.3,2750
에너지.기상분야,2018,2018,여,834,655,281,42.9,445,380,162,42.6,162
에너지.기상분야,2019,2019,전체,11848,8603,4353,50.6,7478,6367,2811,44.1,2811
에너지.기상분야,2019,2019,여,965,718,356,49.6,570,486,204,42,204
신재생에너지발전설비(태양광),1975,2019,전체,31475,24812,11921,48,21194,17739,5431,30.6,5431
신재생에너지발전설비(태양광),1975,2014,전체,10245,8315,2574,31,3375,2963,127,4.3,127
신재생에너지발전설비(태양광),2015,2015,전체,2398,1838,1027,55.9,2687,2241,466,20.8,466
신재생에너지발전설비(태양광),2015,2015,여,100,82,32,39,65,51,9,17.6,9
신재생에너지발전설비(태양광),2016,2016,전체,2401,1904,1111,58.4,2255,1915,225,11.7,225
신재생에너지발전설비(태양광),2016,2016,여,90,67,34,50.7,62,53,4,7.5,4
신재생에너지발전설비(태양광),2017,2017,전체,4512,3522,2231,63.3,4117,3397,1309,38.5,1309
신재생에너지발전설비(태양광),2017,2017,여,217,154,63,40.9,117,95,39,41.1,39
신재생에너지발전설비(태양광),2018,2018,전체,6036,4803,2483,51.7,4352,3582,1943,54.2,1943
신재생에너지발전설비(태양광),2018,2018,여,384,306,99,32.4,156,134,74,55.2,74
신재생에너지발전설비(태양광),2019,2019,전체,5883,4430,2495,56.3,4408,3641,1361,37.4,1361
신재생에너지발전설비(태양광),2019,2019,여,484,366,180,49.2,262,222,88,39.6,88
원자력,1975,2019,전체,4958,3738,1210,32.4,1230,1148,740,64.5,1021
원자력,1975,2014,전체,3732,2851,855,30,836,763,471,61.7,752
원자력,2015,2015,전체,222,159,34,21.4,45,45,29,64.4,29
원자력,2015,2015,여,44,32,2,6.3,5,5,3,60,3
원자력,2016,2016,전체,212,157,82,52.2,90,90,37,41.1,37
원자력,2016,2016,여,50,36,11,30.6,11,11,7,63.6,7
원자력,2017,2017,전체,272,200,50,25,78,74,63,85.1,63
원자력,2017,2017,여,51,40,8,20,10,10,9,90,9
원자력,2018,2018,전체,277,208,134,64.4,114,114,85,74.6,85
원자력,2018,2018,여,67,51,28,54.9,25,25,20,80,20
원자력,2019,2019,전체,243,163,55,33.7,67,62,55,88.7,55
원자력,2019,2019,여,58,36,8,22.2,13,11,10,90.9,10
에너지관리,1975,2019,전체,95832,65175,20671,31.7,31441,27625,9985,36.1,16460
에너지관리,1975,2014,전체,75494,51237,15327,29.9,22634,19759,5749,29.1,12224
에너지관리,2015,2015,전체,3270,2180,651,29.9,1357,1212,790,65.2,790
에너지관리,2015,2015,여,111,70,20,28.6,38,33,21,63.6,21
에너지관리,2016,2016,전체,3832,2611,981,37.6,1308,1168,722,61.8,722
에너지관리,2016,2016,여,142,99,29,29.3,44,37,20,54.1,20
에너지관리,2017,2017,전체,3875,2666,956,35.9,1609,1450,886,61.1,886
에너지관리,2017,2017,여,159,122,49,40.2,80,71,28,39.4,28
에너지관리,2018,2018,전체,4225,2947,1229,41.7,2008,1776,617,34.7,617
에너지관리,2018,2018,여,169,125,44,35.2,84,67,19,28.4,19
에너지관리,2019,2019,전체,5136,3534,1527,43.2,2525,2260,1221,54,1221
에너지관리,2019,2019,여,197,131,57,43.5,95,84,31,36.9,31
기상,1975,2019,전체,11824,9888,5391,54.5,8600,7508,3705,49.3,3713
기상,1975,2014,전체,9108,7634,4013,52.6,6408,5601,2837,50.7,2845
기상,2015,2015,전체,518,438,256,58.4,464,408,148,36.3,148
기상,2015,2015,여,241,211,132,62.6,221,200,81,40.5,81
기상,2016,2016,전체,637,538,323,60,475,422,186,44.1,186
기상,2016,2016,여,305,248,156,62.9,229,206,97,47.1,97
기상,2017,2017,전체,594,488,327,67,460,408,293,71.8,293
기상,2017,2017,여,269,217,145,66.8,209,185,130,70.3,130
기상,2018,2018,전체,465,376,238,63.3,368,315,99,31.4,99
기상,2018,2018,여,193,159,100,62.9,164,141,46,32.6,46
기상,2019,2019,전체,502,414,234,56.5,425,354,142,40.1,142
기상,2019,2019,여,203,169,99,58.6,183,154,66,42.9,66
기상감정,1975,2019,전체,778,596,235,39.4,300,260,79,30.4,79
기상감정,1975,2014,전체,482,388,116,29.9,147,129,30,23.3,30
기상감정,2015,2015,전체,54,38,15,39.5,20,14,1,7.1,1
기상감정,2015,2015,여,19,12,4,33.3,7,5,0,0,0
기상감정,2016,2016,전체,46,30,13,43.3,21,17,5,29.4,5
기상감정,2016,2016,여,16,11,7,63.6,10,8,2,25,2
기상감정,2017,2017,전체,46,34,24,70.6,23,20,5,25,5
기상감정,2017,2017,여,20,15,10,66.7,11,9,2,22.2,2
기상감정,2018,2018,전체,66,44,25,56.8,36,30,6,20,6
기상감정,2018,2018,여,21,14,10,71.4,16,13,3,23.1,3
기상감정,2019,2019,전체,84,62,42,67.7,53,50,32,64,32
기상감정,2019,2019,여,23,16,12,75,17,15,9,60,9
