종목명,과목명,과목순서,교시번호,문항수,수험시간_분,등록일
방수산업기사,방수일반,1,1,20,30,20/08/07
방수산업기사,방수유지관리,4,1,20,30,20/08/07
방수산업기사,방수재료,2,1,20,30,20/08/07
방수산업기사,방수시공,3,1,20,30,20/08/07
수산양식기능사,과목없음,1,1,60,60,14/09/24
조화공예기능사,과목없음,1,1,60,60,14/09/24
자기비파괴검사기능사,과목없음,1,1,60,60,14/09/24
제빵기능사,과목없음,1,1,60,60,14/09/24
보석감정사,과목없음,1,1,60,60,14/09/24
버섯종균기능사,과목없음,1,1,60,60,14/09/24
섬유산업기사,염색 및 가공학,3,1,20,30,20/08/07
섬유산업기사,합성섬유학,4,1,20,30,20/08/07
섬유산업기사,방적 및 제직학,1,1,20,30,20/08/07
섬유산업기사,섬유재료학,2,1,20,30,20/08/07
철도전기신호기능사,과목없음,1,1,60,60,14/09/24
광학기기산업기사,광기구,4,1,20,30,20/08/07
광학기기산업기사,광학일반,1,1,20,30,20/08/07
광학기기산업기사,광학기기,2,1,20,30,20/08/07
공조냉동기계기능사,과목없음,1,1,60,60,14/09/24
온실가스관리산업기사,기후변화개론,1,1,20,30,20/08/07
온실가스관리산업기사,온실가스관련 법규,4,1,20,30,20/08/07
온실가스관리산업기사,온실가스 산정과 데이터 품질관리,3,1,20,30,20/08/07
온실가스관리산업기사,온실가스 배출의 이해,2,1,20,30,20/08/07
전산응용조선제도기능사,과목없음,1,1,60,60,14/09/24
산림기능사,과목없음,1,1,60,60,14/09/24
정보처리기사,운영체제,3,1,20,30,14/09/24
정보처리기사,전자계산기구조,2,1,20,30,14/09/24
정보처리기사,소프트웨어공학,4,1,20,30,14/09/24
정보처리기사,데이타통신,5,1,20,30,14/09/24
정보처리기사,데이터베이스,1,1,20,30,14/09/24
건축일반시공산업기사,"조적, 미장, 타일시공 및 재료",2,1,20,30,20/08/07
건축일반시공산업기사,건축일반,1,1,20,30,20/08/07
건축일반시공산업기사,안전관리,3,1,20,30,20/08/07
소비자전문상담사1급,소비자정보관리및조사분석,3,1,40,50,14/09/24
소비자전문상담사1급,소비자상담론,2,1,30,50,14/09/24
소비자전문상담사1급,소비자법과정책,1,1,30,50,14/09/24
웹디자인기능사,과목없음,1,1,60,60,14/09/24
환경기능사,과목없음,1,1,60,60,14/09/24
철도차량산업기사,철도차량공학,3,1,20,30,20/08/07
철도차량산업기사,재료역학,1,1,20,30,20/08/07
철도차량산업기사,내연기관,2,1,20,30,20/08/07
판금제관기능장,과목없음,1,1,60,60,18/01/12
금형기능사,과목없음,1,1,60,60,14/09/24
건설기계정비기능사,과목없음,1,1,60,60,14/09/24
잠수기능장,과목없음,1,1,60,60,19/07/10
섬유기사,섬유시험법,2,1,20,30,14/09/24
섬유기사,염색 및 가공학,4,1,20,30,14/09/24
섬유기사,합성섬유학,5,1,20,30,14/09/24
섬유기사,방적 및 제직학,1,1,20,30,14/09/24
섬유기사,섬유재료학,3,1,20,30,14/09/24
에너지관리기능사,과목없음,1,1,60,60,14/09/24
양장기능사,과목없음,1,1,60,60,14/09/24
임산가공기능사,과목없음,1,1,60,60,14/09/24
광산보안기능사,과목없음,1,1,60,60,14/09/24
위험물기능사,과목없음,1,1,60,60,14/09/24
칠기기능사,과목없음,1,1,60,60,14/09/24
컨테이너크레인운전기능사,과목없음,1,1,60,60,14/09/24
전파전자통신기능사,과목없음,1,1,60,60,14/09/24
방사선비파괴검사기사,방사선투과검사 규격,4,1,20,30,14/09/24
방사선비파괴검사기사,방사선투과검사 시험,3,1,20,30,14/09/24
방사선비파괴검사기사,방사선투과검사 원리,2,1,20,30,14/09/24
방사선비파괴검사기사,비파괴검사개론,1,1,20,30,14/09/24
3D프린터운용기능사,과목없음,1,1,60,60,19/09/16
보석감정산업기사,보석가공,4,1,20,30,20/08/07
떡제조기능사,과목없음,1,1,60,60,20/01/09
미용사(네일),과목없음,1,1,60,60,16/02/16
미용사(메이크업),과목없음,1,1,60,60,16/02/16
중식조리산업기사,조리이론및급식관리,3,1,20,30,20/08/07
보석디자인산업기사,주얼리디자인기획,1,1,20,30,20/08/07
패션머천다이징산업기사,패션상품개발기획,3,1,20,30,20/08/07
패션머천다이징산업기사,패션상품기획,2,1,20,30,20/08/07
측량및지형공간정보산업기사,지리정보시스템(GIS) 및 위성측위시스템(GNSS),3,1,20,30,20/08/07
자동차정비산업기사,자동차섀시,3,1,20,30,20/08/07
자동차정비산업기사,자동차엔진,2,1,20,30,20/08/07
패션머천다이징산업기사,패션상품판매전략,4,1,20,30,20/08/07
보석디자인산업기사,주얼리디자인개발,2,1,20,30,20/08/07
보석디자인산업기사,주얼리디자인그래픽스,3,1,20,30,20/08/07
보석디자인산업기사,주얼리머천다이징,4,1,20,30,20/08/07
화약류제조산업기사,화약류안전관리관계법규,4,1,20,30,20/08/07
한식조리산업기사,조리이론및급식관리,3,1,20,30,20/08/07
패션디자인산업기사,시제품 개발,4,1,20,30,20/08/07
패션디자인산업기사,샘플패턴 제작,3,1,20,30,20/08/07
패션디자인산업기사,패션상품 디자인기획,2,1,20,30,20/08/07
패션디자인산업기사,패션트렌드 분석,1,1,20,30,20/08/07
양식조리산업기사,조리이론및급식관리,3,1,20,30,20/08/07
일식조리산업기사,조리이론및급식관리,3,1,20,30,20/08/07
복어조리산업기사,조리이론및급식관리,3,1,20,30,20/08/07
화약류관리산업기사,화약류안전관리관계법규,4,1,20,30,20/08/07
광학기기산업기사,광전자기초,3,1,20,30,20/08/07
화훼장식산업기사,화훼디자인,3,1,20,30,20/08/07
화훼장식산업기사,화훼장식 상품제작,2,1,20,30,20/08/07
화훼장식산업기사,화훼장식기획 및 매장관리,1,1,20,30,20/08/07
보석감정산업기사,다이아몬드 감정,3,1,20,30,20/08/07
보석감정산업기사,보석 감별,2,1,20,30,20/08/07
보석감정산업기사,보석 특성,1,1,20,30,20/08/07
3D프린터개발산업기사,3D프린터 교정 및 유지보수,4,1,20,30,20/08/07
3D프린터개발산업기사,3D프린터 프로그램,3,1,20,30,20/08/07
3D프린터개발산업기사,3D프린터 장치,2,1,20,30,20/08/07
3D프린터개발산업기사,3D프린터 회로 및 기구,1,1,20,30,20/08/07
바이오화학제품제조산업기사,바이오화학제품환경시설관리,4,1,20,30,20/08/07
바이오화학제품제조산업기사,바이오화학제품품질관리,3,1,20,30,20/08/07
바이오화학제품제조산업기사,배양 및 회수,2,1,20,30,20/08/07
바이오화학제품제조산업기사,배양준비,1,1,20,30,20/08/07
버섯산업기사,버섯병해충,4,1,20,30,20/08/07
버섯산업기사,버섯생육환경,3,1,20,30,20/08/07
버섯산업기사,버섯배지,2,1,20,30,20/08/07
버섯산업기사,버섯종균,1,1,20,30,20/08/07
가구제작산업기사,가구제작,3,1,20,30,20/08/07
가구제작산업기사,가구기획설계,1,1,20,30,20/08/07
가구제작산업기사,가구재료,2,1,20,30,20/08/07
신발산업기사,신발견본 개발,2,1,20,30,20/10/14
신발산업기사,신발 기획 및 디자인,0,1,20,30,20/10/14
신발산업기사,신발 설계,1,1,20,30,20/10/14
포장산업기사,포장재료및시험,2,1,20,30,21/02/05
